Index,File,Are equals,Size in ntsc_1.0,Size in ntsc_1.1,Size proportion,Size difference,Bytes different,Words different,Opcodes difference,Same opcode but different arguments
122,ovl_Bg_Mizu_Movebg rodata,False,144,144,1.0,0,40,20,,
122,ovl_Bg_Mizu_Movebg bss,True,16,16,1.0,0,0,0,,
122,ovl_Bg_Mizu_Movebg reloc,True,364,364,1.0,0,0,0,,
123,ovl_Bg_Mizu_Water text,False,2800,2800,1.0,0,24,15,0,15
123,ovl_Bg_Mizu_Water data,False,112,112,1.0,0,8,4,,
123,ovl_Bg_Mizu_Water rodata,False,80,80,1.0,0,30,15,,
123,ovl_Bg_Mizu_Water reloc,True,256,256,1.0,0,0,0,,
124,ovl_Arms_Hook text,False,2976,2976,1.0,0,29,21,0,21
124,ovl_Arms_Hook data,False,224,224,1.0,0,8,4,,
124,ovl_Arms_Hook rodata,True,16,16,1.0,0,0,0,,
124,ovl_Arms_Hook reloc,True,180,180,1.0,0,0,0,,
125,ovl_En_fHG text,False,9680,9680,1.0,0,54,34,0,34
125,ovl_En_fHG data,False,160,160,1.0,0,8,4,,
125,ovl_En_fHG rodata,False,192,192,1.0,0,32,16,,
125,ovl_En_fHG reloc,True,476,476,1.0,0,0,0,,
126,ovl_Bg_Mori_Hineri text,False,2880,2880,1.0,0,18,9,0,9
126,ovl_Bg_Mori_Hineri data,False,64,64,1.0,0,6,3,,
126,ovl_Bg_Mori_Hineri rodata,True,64,64,1.0,0,0,0,,
126,ovl_Bg_Mori_Hineri reloc,True,244,244,1.0,0,0,0,,
127,ovl_En_Bb text,False,14192,14192,1.0,0,122,92,0,92
127,ovl_En_Bb data,False,432,432,1.0,0,10,5,,
127,ovl_En_Bb rodata,False,176,176,1.0,0,32,16,,
127,ovl_En_Bb reloc,True,744,744,1.0,0,0,0,,
128,ovl_Bg_Toki_Hikari text,False,3280,3280,1.0,0,13,7,0,7
128,ovl_Bg_Toki_Hikari data,False,48,48,1.0,0,8,4,,
128,ovl_Bg_Toki_Hikari rodata,True,32,32,1.0,0,0,0,,
128,ovl_Bg_Toki_Hikari reloc,True,104,104,1.0,0,0,0,,
129,ovl_En_Yukabyun text,False,1312,1312,1.0,0,6,3,0,3
129,ovl_En_Yukabyun data,False,96,96,1.0,0,8,4,,
129,ovl_En_Yukabyun rodata,True,16,16,1.0,0,0,0,,
129,ovl_En_Yukabyun reloc,True,104,104,1.0,0,0,0,,
130,ovl_Bg_Toki_Swd text,False,1168,1168,1.0,0,13,7,0,7
130,ovl_Bg_Toki_Swd data,False,4400,4400,1.0,0,8,4,,
130,ovl_Bg_Toki_Swd reloc,True,108,108,1.0,0,0,0,,
131,ovl_En_Fhg_Fire text,False,9136,9136,1.0,0,67,47,0,47
131,ovl_En_Fhg_Fire data,False,208,208,1.0,0,8,4,,
131,ovl_En_Fhg_Fire rodata,True,80,80,1.0,0,0,0,,
131,ovl_En_Fhg_Fire reloc,True,308,308,1.0,0,0,0,,
132,ovl_Bg_Mjin text,False,832,832,1.0,0,8,4,0,4
132,ovl_Bg_Mjin data,False,64,64,1.0,0,6,3,,
132,ovl_Bg_Mjin reloc,True,60,60,1.0,0,0,0,,
133,ovl_Bg_Hidan_Kousi text,False,1120,1120,1.0,0,22,12,0,12
133,ovl_Bg_Hidan_Kousi data,False,80,80,1.0,0,8,4,,
133,ovl_Bg_Hidan_Kousi rodata,True,16,16,1.0,0,0,0,,
133,ovl_Bg_Hidan_Kousi reloc,True,160,160,1.0,0,0,0,,
134,ovl_Door_Toki text,False,256,256,1.0,0,2,1,0,1
134,ovl_Door_Toki data,False,48,48,1.0,0,6,3,,
134,ovl_Door_Toki reloc,True,20,20,1.0,0,0,0,,
135,ovl_Bg_Hidan_Hamstep text,False,3168,3168,1.0,0,22,20,0,20
135,ovl_Bg_Hidan_Hamstep data,False,304,304,1.0,0,20,10,,
135,ovl_Bg_Hidan_Hamstep rodata,True,16,16,1.0,0,0,0,,
135,ovl_Bg_Hidan_Hamstep reloc,True,208,208,1.0,0,0,0,,
136,ovl_En_Bird text,False,1072,1072,1.0,0,9,8,0,8
136,ovl_En_Bird data,False,48,48,1.0,0,8,4,,
136,ovl_En_Bird reloc,True,60,60,1.0,0,0,0,,
137,ovl_En_Wood02 text,False,3920,3920,1.0,0,22,13,0,13
137,ovl_En_Wood02 data,False,192,192,1.0,0,8,4,,
137,ovl_En_Wood02 rodata,False,128,128,1.0,0,50,25,,
137,ovl_En_Wood02 bss,True,16,16,1.0,0,0,0,,
137,ovl_En_Wood02 reloc,True,284,284,1.0,0,0,0,,
138,ovl_En_Lightbox text,False,1056,1056,1.0,0,8,5,0,5
138,ovl_En_Lightbox data,False,32,32,1.0,0,9,4,,
138,ovl_En_Lightbox rodata,True,16,16,1.0,0,0,0,,
138,ovl_En_Lightbox reloc,True,24,24,1.0,0,0,0,,
139,ovl_En_Pu_box text,False,752,752,1.0,0,1,1,0,1
139,ovl_En_Pu_box data,False,32,32,1.0,0,8,4,,
139,ovl_En_Pu_box reloc,True,16,16,1.0,0,0,0,,
140,ovl_En_Trap text,True,4544,4544,1.0,0,0,0,0,0
140,ovl_En_Trap data,False,80,80,1.0,0,8,4,,
140,ovl_En_Trap rodata,True,32,32,1.0,0,0,0,,
140,ovl_En_Trap reloc,True,88,88,1.0,0,0,0,,
141,ovl_En_Arow_Trap text,True,256,256,1.0,0,0,0,0,0
141,ovl_En_Arow_Trap data,False,32,32,1.0,0,6,3,,
141,ovl_En_Arow_Trap reloc,True,12,12,1.0,0,0,0,,
142,ovl_En_Vase text,True,176,176,1.0,0,0,0,0,0
142,ovl_En_Vase data,False,32,32,1.0,0,6,3,,
142,ovl_En_Vase reloc,True,12,12,1.0,0,0,0,,
143,ovl_En_Ta text,False,13184,13184,1.0,0,296,211,0,211
143,ovl_En_Ta data,False,112,112,1.0,0,8,4,,
143,ovl_En_Ta rodata,True,32,32,1.0,0,0,0,,
143,ovl_En_Ta reloc,True,1432,1432,1.0,0,0,0,,
144,ovl_En_Tk text,False,6928,6928,1.0,0,71,49,0,49
144,ovl_En_Tk data,False,256,256,1.0,0,8,4,,
144,ovl_En_Tk rodata,False,96,96,1.0,0,20,10,,
144,ovl_En_Tk reloc,True,420,420,1.0,0,0,0,,
145,ovl_Bg_Mori_Bigst text,False,2048,2048,1.0,0,17,16,0,16
145,ovl_Bg_Mori_Bigst data,False,64,64,1.0,0,6,3,,
145,ovl_Bg_Mori_Bigst rodata,True,32,32,1.0,0,0,0,,
145,ovl_Bg_Mori_Bigst reloc,True,180,180,1.0,0,0,0,,
146,ovl_Bg_Mori_Elevator text,False,2400,2400,1.0,0,41,29,0,29
146,ovl_Bg_Mori_Elevator data,False,64,64,1.0,0,6,3,,
146,ovl_Bg_Mori_Elevator rodata,True,48,48,1.0,0,0,0,,
146,ovl_Bg_Mori_Elevator reloc,True,252,252,1.0,0,0,0,,
147,ovl_Bg_Mori_Kaitenkabe text,False,1440,1440,1.0,0,7,5,0,5
147,ovl_Bg_Mori_Kaitenkabe data,False,48,48,1.0,0,6,3,,
147,ovl_Bg_Mori_Kaitenkabe rodata,True,16,16,1.0,0,0,0,,
147,ovl_Bg_Mori_Kaitenkabe reloc,True,100,100,1.0,0,0,0,,
148,ovl_Bg_Mori_Rakkatenjo text,False,2032,2032,1.0,0,40,24,0,24
148,ovl_Bg_Mori_Rakkatenjo data,False,64,64,1.0,0,6,3,,
148,ovl_Bg_Mori_Rakkatenjo rodata,True,48,48,1.0,0,0,0,,
148,ovl_Bg_Mori_Rakkatenjo reloc,True,244,244,1.0,0,0,0,,
149,ovl_En_Vm text,False,5440,5440,1.0,0,27,19,0,19
149,ovl_En_Vm data,False,432,432,1.0,0,8,4,,
149,ovl_En_Vm rodata,True,64,64,1.0,0,0,0,,
149,ovl_En_Vm reloc,True,356,356,1.0,0,0,0,,
150,ovl_Demo_Effect text,False,21712,21712,1.0,0,164,107,0,107
150,ovl_Demo_Effect data,False,144,144,1.0,0,6,3,,
150,ovl_Demo_Effect rodata,False,304,304,1.0,0,66,33,,
150,ovl_Demo_Effect reloc,True,1100,1100,1.0,0,0,0,,
151,ovl_Demo_Kankyo text,False,10464,10464,1.0,0,151,97,0,97
151,ovl_Demo_Kankyo data,False,3936,3936,1.0,0,8,4,,
151,ovl_Demo_Kankyo rodata,False,272,272,1.0,0,108,54,,
151,ovl_Demo_Kankyo bss,True,80,80,1.0,0,0,0,,
151,ovl_Demo_Kankyo reloc,True,764,764,1.0,0,0,0,,
152,ovl_Bg_Hidan_Fwbig text,False,2992,2992,1.0,0,12,8,0,8
152,ovl_Bg_Hidan_Fwbig data,False,80,80,1.0,0,8,4,,
152,ovl_Bg_Hidan_Fwbig rodata,True,16,16,1.0,0,0,0,,
152,ovl_Bg_Hidan_Fwbig reloc,True,176,176,1.0,0,0,0,,
153,ovl_En_Floormas text,False,12064,12064,1.0,0,129,84,0,84
153,ovl_En_Floormas data,False,176,176,1.0,0,8,4,,
153,ovl_En_Floormas rodata,True,96,96,1.0,0,0,0,,
153,ovl_En_Floormas reloc,True,908,908,1.0,0,0,0,,
154,ovl_En_Heishi1 text,False,4576,4576,1.0,0,25,15,0,15
154,ovl_En_Heishi1 data,False,400,400,1.0,0,8,4,,
154,ovl_En_Heishi1 rodata,True,32,32,1.0,0,0,0,,
154,ovl_En_Heishi1 reloc,True,352,352,1.0,0,0,0,,
155,ovl_En_Rd text,False,9392,9392,1.0,0,92,72,0,72
155,ovl_En_Rd data,False,208,208,1.0,0,8,4,,
155,ovl_En_Rd rodata,False,160,160,1.0,0,60,30,,
155,ovl_En_Rd reloc,True,628,628,1.0,0,0,0,,
156,ovl_En_Po_Sisters text,False,18224,18224,1.0,0,158,98,0,98
156,ovl_En_Po_Sisters data,False,288,288,1.0,0,8,4,,
156,ovl_En_Po_Sisters rodata,True,64,64,1.0,0,0,0,,
156,ovl_En_Po_Sisters reloc,True,1088,1088,1.0,0,0,0,,
157,ovl_Bg_Heavy_Block text,False,5760,5760,1.0,0,36,24,0,24
157,ovl_Bg_Heavy_Block data,False,144,144,1.0,0,8,4,,
157,ovl_Bg_Heavy_Block rodata,False,96,96,1.0,0,10,5,,
157,ovl_Bg_Heavy_Block reloc,True,356,356,1.0,0,0,0,,
158,ovl_Bg_Po_Event text,False,6784,6784,1.0,0,83,45,0,45
158,ovl_Bg_Po_Event data,False,256,256,1.0,0,10,5,,
158,ovl_Bg_Po_Event rodata,True,48,48,1.0,0,0,0,,
158,ovl_Bg_Po_Event bss,True,16,16,1.0,0,0,0,,
158,ovl_Bg_Po_Event reloc,True,604,604,1.0,0,0,0,,
159,ovl_Obj_Mure text,False,3632,3632,1.0,0,57,46,0,46
159,ovl_Obj_Mure data,False,128,128,1.0,0,12,6,,
159,ovl_Obj_Mure rodata,True,32,32,1.0,0,0,0,,
159,ovl_Obj_Mure reloc,True,284,284,1.0,0,0,0,,
160,ovl_En_Sw text,False,12784,12784,1.0,0,101,75,0,75
160,ovl_En_Sw data,False,384,384,1.0,0,10,5,,
160,ovl_En_Sw rodata,False,192,192,1.0,0,52,26,,
160,ovl_En_Sw bss,True,128,128,1.0,0,0,0,,
160,ovl_En_Sw reloc,True,684,684,1.0,0,0,0,,
161,ovl_Boss_Fd text,False,26176,26176,1.0,0,146,92,0,92
161,ovl_Boss_Fd data,False,1520,1520,1.0,0,10,5,,
161,ovl_Boss_Fd rodata,False,416,416,1.0,0,34,17,,
161,ovl_Boss_Fd reloc,True,1352,1352,1.0,0,0,0,,
162,ovl_Object_Kankyo text,False,11472,11472,1.0,0,97,76,0,76
162,ovl_Object_Kankyo data,False,352,352,1.0,0,8,4,,
162,ovl_Object_Kankyo rodata,False,256,256,1.0,0,24,12,,
162,ovl_Object_Kankyo reloc,True,728,728,1.0,0,0,0,,
163,ovl_En_Du text,False,5616,5616,1.0,0,69,51,0,51
163,ovl_En_Du data,False,560,560,1.0,0,8,4,,
163,ovl_En_Du rodata,False,64,64,1.0,0,20,10,,
163,ovl_En_Du reloc,True,540,540,1.0,0,0,0,,
164,ovl_En_Fd text,False,9936,9936,1.0,0,65,46,0,46
164,ovl_En_Fd data,False,800,800,1.0,0,22,17,,
164,ovl_En_Fd rodata,True,80,80,1.0,0,0,0,,
164,ovl_En_Fd reloc,True,604,604,1.0,0,0,0,,
165,ovl_En_Horse_Link_Child text,False,6848,6848,1.0,0,87,59,0,59
165,ovl_En_Horse_Link_Child data,False,240,240,1.0,0,22,11,,
165,ovl_En_Horse_Link_Child rodata,True,16,16,1.0,0,0,0,,
165,ovl_En_Horse_Link_Child reloc,True,552,552,1.0,0,0,0,,
166,ovl_Door_Ana text,False,1408,1408,1.0,0,12,9,0,9
166,ovl_Door_Ana data,False,112,112,1.0,0,8,4,,
166,ovl_Door_Ana rodata,True,16,16,1.0,0,0,0,,
166,ovl_Door_Ana reloc,True,88,88,1.0,0,0,0,,
167,ovl_Bg_Spot02_Objects text,False,4496,4496,1.0,0,16,8,0,8
167,ovl_Bg_Spot02_Objects data,False,112,112,1.0,0,8,4,,
167,ovl_Bg_Spot02_Objects rodata,False,64,64,1.0,0,10,5,,
167,ovl_Bg_Spot02_Objects reloc,True,236,236,1.0,0,0,0,,
168,ovl_Bg_Haka text,False,1536,1536,1.0,0,6,5,0,5
168,ovl_Bg_Haka data,False,48,48,1.0,0,8,4,,
168,ovl_Bg_Haka rodata,True,16,16,1.0,0,0,0,,
168,ovl_Bg_Haka reloc,True,96,96,1.0,0,0,0,,
169,ovl_Magic_Wind text,False,1664,1664,1.0,0,23,14,0,14
169,ovl_Magic_Wind data,False,5456,5456,1.0,0,38,19,,
169,ovl_Magic_Wind rodata,True,48,48,1.0,0,0,0,,
169,ovl_Magic_Wind reloc,True,232,232,1.0,0,0,0,,
170,ovl_Magic_Fire text,False,2816,2816,1.0,0,12,6,0,6
170,ovl_Magic_Fire data,False,5856,5856,1.0,0,14,7,,
170,ovl_Magic_Fire rodata,True,32,32,1.0,0,0,0,,
170,ovl_Magic_Fire reloc,True,172,172,1.0,0,0,0,,
171,ovl_En_Ru1 text,False,23440,23440,1.0,0,497,385,0,385
171,ovl_En_Ru1 data,False,4656,4656,1.0,0,108,54,,
171,ovl_En_Ru1 rodata,False,192,192,1.0,0,14,7,,
171,ovl_En_Ru1 reloc,True,2052,2052,1.0,0,0,0,,
172,ovl_Boss_Fd2 text,False,14096,14096,1.0,0,67,47,0,47
172,ovl_Boss_Fd2 data,False,800,800,1.0,0,10,5,,
172,ovl_Boss_Fd2 rodata,False,112,112,1.0,0,12,6,,
172,ovl_Boss_Fd2 reloc,True,632,632,1.0,0,0,0,,
173,ovl_En_Fd_Fire text,False,2848,2848,1.0,0,13,8,0,8
173,ovl_En_Fd_Fire data,False,224,224,1.0,0,8,4,,
173,ovl_En_Fd_Fire rodata,True,32,32,1.0,0,0,0,,
173,ovl_En_Fd_Fire reloc,True,216,216,1.0,0,0,0,,
174,ovl_En_Dh text,False,6208,6208,1.0,0,57,37,0,37
174,ovl_En_Dh data,False,224,224,1.0,0,10,5,,
174,ovl_En_Dh rodata,False,64,64,1.0,0,12,6,,
174,ovl_En_Dh reloc,True,340,340,1.0,0,0,0,,
175,ovl_En_Dha text,False,3472,3504,1.009,32,2016,575,497,78
175,ovl_En_Dha data,False,336,336,1.0,0,10,5,,
175,ovl_En_Dha rodata,True,16,16,1.0,0,0,0,,
175,ovl_En_Dha reloc,False,192,192,1.0,0,29,24,,
176,ovl_En_Rl text,False,3456,3456,1.0,0,54,36,0,36
176,ovl_En_Rl data,False,96,96,1.0,0,30,15,,
176,ovl_En_Rl reloc,True,224,224,1.0,0,0,0,,
177,ovl_En_Encount1 text,False,2736,2736,1.0,0,6,3,0,3
177,ovl_En_Encount1 data,False,64,64,1.0,0,5,2,,
177,ovl_En_Encount1 rodata,True,16,16,1.0,0,0,0,,
177,ovl_En_Encount1 reloc,True,72,72,1.0,0,0,0,,
178,ovl_Demo_Du text,False,9808,9808,1.0,0,177,155,0,155
178,ovl_Demo_Du data,False,3632,3632,1.0,0,72,36,,
178,ovl_Demo_Du rodata,True,16,16,1.0,0,0,0,,
178,ovl_Demo_Du reloc,True,824,824,1.0,0,0,0,,
179,ovl_Demo_Im text,False,11120,11120,1.0,0,244,173,0,173
179,ovl_Demo_Im data,False,4064,4064,1.0,0,76,38,,
179,ovl_Demo_Im rodata,False,64,64,1.0,0,28,14,,
179,ovl_Demo_Im reloc,True,960,960,1.0,0,0,0,,
180,ovl_Demo_Tre_Lgt text,False,1616,1616,1.0,0,12,7,0,7
180,ovl_Demo_Tre_Lgt data,False,80,80,1.0,0,12,6,,
180,ovl_Demo_Tre_Lgt reloc,True,80,80,1.0,0,0,0,,
181,ovl_En_Fw text,False,5504,5504,1.0,0,37,25,0,25
181,ovl_En_Fw data,False,256,256,1.0,0,10,5,,
181,ovl_En_Fw rodata,True,32,32,1.0,0,0,0,,
181,ovl_En_Fw reloc,True,248,248,1.0,0,0,0,,
182,ovl_Bg_Vb_Sima text,False,1616,1616,1.0,0,9,6,0,6
182,ovl_Bg_Vb_Sima data,False,48,48,1.0,0,8,4,,
182,ovl_Bg_Vb_Sima rodata,True,32,32,1.0,0,0,0,,
182,ovl_Bg_Vb_Sima reloc,True,84,84,1.0,0,0,0,,
183,ovl_En_Vb_Ball text,False,4080,4080,1.0,0,35,21,0,21
183,ovl_En_Vb_Ball data,False,176,176,1.0,0,8,4,,
183,ovl_En_Vb_Ball rodata,True,48,48,1.0,0,0,0,,
183,ovl_En_Vb_Ball reloc,True,180,180,1.0,0,0,0,,
184,ovl_Bg_Haka_Megane text,False,768,768,1.0,0,6,3,0,3
184,ovl_Bg_Haka_Megane data,False,144,144,1.0,0,6,3,,
184,ovl_Bg_Haka_Megane reloc,True,76,76,1.0,0,0,0,,
185,ovl_Bg_Haka_MeganeBG text,False,1456,1456,1.0,0,11,6,0,6
185,ovl_Bg_Haka_MeganeBG data,False,80,80,1.0,0,8,4,,
185,ovl_Bg_Haka_MeganeBG rodata,True,16,16,1.0,0,0,0,,
185,ovl_Bg_Haka_MeganeBG reloc,True,144,144,1.0,0,0,0,,
186,ovl_Bg_Haka_Ship text,False,2336,2336,1.0,0,17,12,0,12
186,ovl_Bg_Haka_Ship data,False,48,48,1.0,0,8,4,,
186,ovl_Bg_Haka_Ship rodata,True,48,48,1.0,0,0,0,,
186,ovl_Bg_Haka_Ship reloc,True,168,168,1.0,0,0,0,,
187,ovl_Bg_Haka_Sgami text,False,2400,2400,1.0,0,37,19,0,19
187,ovl_Bg_Haka_Sgami data,False,416,416,1.0,0,8,4,,
187,ovl_Bg_Haka_Sgami rodata,True,16,16,1.0,0,0,0,,
187,ovl_Bg_Haka_Sgami reloc,True,240,240,1.0,0,0,0,,
188,ovl_En_Heishi2 text,False,7936,7936,1.0,0,79,59,0,59
188,ovl_En_Heishi2 data,False,80,80,1.0,0,8,4,,
188,ovl_En_Heishi2 rodata,True,64,64,1.0,0,0,0,,
188,ovl_En_Heishi2 reloc,True,592,592,1.0,0,0,0,,
189,ovl_En_Encount2 text,False,4368,4368,1.0,0,19,12,0,12
189,ovl_En_Encount2 data,False,32,32,1.0,0,6,3,,
189,ovl_En_Encount2 rodata,True,64,64,1.0,0,0,0,,
189,ovl_En_Encount2 reloc,True,156,156,1.0,0,0,0,,
190,ovl_En_Fire_Rock text,False,3856,3856,1.0,0,6,3,0,3
190,ovl_En_Fire_Rock data,False,128,128,1.0,0,8,4,,
190,ovl_En_Fire_Rock rodata,False,96,96,1.0,0,14,7,,
190,ovl_En_Fire_Rock reloc,True,252,252,1.0,0,0,0,,
191,ovl_En_Brob text,False,3920,3920,1.0,0,26,19,0,19
191,ovl_En_Brob data,False,96,96,1.0,0,8,4,,
191,ovl_En_Brob rodata,True,32,32,1.0,0,0,0,,
191,ovl_En_Brob reloc,True,256,256,1.0,0,0,0,,
192,ovl_Mir_Ray text,False,5536,5536,1.0,0,24,16,0,16
192,ovl_Mir_Ray data,False,512,512,1.0,0,10,5,,
192,ovl_Mir_Ray rodata,True,48,48,1.0,0,0,0,,
192,ovl_Mir_Ray reloc,True,208,208,1.0,0,0,0,,
193,ovl_Bg_Spot09_Obj text,False,1056,1056,1.0,0,6,5,0,5
193,ovl_Bg_Spot09_Obj data,False,112,112,1.0,0,14,7,,
193,ovl_Bg_Spot09_Obj reloc,True,100,100,1.0,0,0,0,,
194,ovl_Bg_Spot18_Obj text,False,1872,1872,1.0,0,18,14,0,14
194,ovl_Bg_Spot18_Obj data,False,128,128,1.0,0,20,10,,
194,ovl_Bg_Spot18_Obj rodata,True,16,16,1.0,0,0,0,,
194,ovl_Bg_Spot18_Obj reloc,True,212,212,1.0,0,0,0,,
195,ovl_Boss_Va text,False,51856,51856,1.0,0,812,501,0,501
195,ovl_Boss_Va data,False,1136,1136,1.0,0,12,6,,
195,ovl_Boss_Va rodata,False,1008,1008,1.0,0,276,138,,
195,ovl_Boss_Va bss,True,5376,5376,1.0,0,0,0,,
196,ovl_Bg_Haka_Tubo text,False,2208,2208,1.0,0,15,9,0,9
196,ovl_Bg_Haka_Tubo data,False,144,144,1.0,0,8,4,,
196,ovl_Bg_Haka_Tubo rodata,True,48,48,1.0,0,0,0,,
196,ovl_Bg_Haka_Tubo reloc,True,156,156,1.0,0,0,0,,
197,ovl_Bg_Haka_Trap text,False,4784,4784,1.0,0,41,25,0,25
197,ovl_Bg_Haka_Trap data,False,272,272,1.0,0,10,5,,
197,ovl_Bg_Haka_Trap rodata,True,48,48,1.0,0,0,0,,
197,ovl_Bg_Haka_Trap reloc,True,452,452,1.0,0,0,0,,
198,ovl_Bg_Haka_Huta text,False,2432,2432,1.0,0,20,12,0,12
198,ovl_Bg_Haka_Huta data,False,80,80,1.0,0,8,4,,
198,ovl_Bg_Haka_Huta rodata,True,16,16,1.0,0,0,0,,
198,ovl_Bg_Haka_Huta reloc,True,164,164,1.0,0,0,0,,
199,ovl_Bg_Haka_Zou text,False,4176,4176,1.0,0,23,18,0,18
199,ovl_Bg_Haka_Zou data,False,112,112,1.0,0,6,3,,
199,ovl_Bg_Haka_Zou rodata,True,32,32,1.0,0,0,0,,
199,ovl_Bg_Haka_Zou reloc,True,240,240,1.0,0,0,0,,
200,ovl_Bg_Spot17_Funen text,False,448,448,1.0,0,2,1,0,1
200,ovl_Bg_Spot17_Funen data,False,48,48,1.0,0,6,3,,
200,ovl_Bg_Spot17_Funen rodata,True,16,16,1.0,0,0,0,,
200,ovl_Bg_Spot17_Funen reloc,True,44,44,1.0,0,0,0,,
201,ovl_En_Syateki_Itm text,False,2640,2640,1.0,0,4,2,0,2
201,ovl_En_Syateki_Itm data,False,448,448,1.0,0,7,3,,
201,ovl_En_Syateki_Itm rodata,False,32,32,1.0,0,12,6,,
201,ovl_En_Syateki_Itm reloc,True,340,340,1.0,0,0,0,,
202,ovl_En_Syateki_Man text,False,3200,3200,1.0,0,57,37,0,37
202,ovl_En_Syateki_Man data,False,48,48,1.0,0,8,4,,
202,ovl_En_Syateki_Man reloc,True,248,248,1.0,0,0,0,,
203,ovl_En_Tana text,False,512,512,1.0,0,10,5,0,5
203,ovl_En_Tana data,False,80,80,1.0,0,12,6,,
203,ovl_En_Tana reloc,True,56,56,1.0,0,0,0,,
204,ovl_En_Nb text,False,13392,13392,1.0,0,289,203,0,203
204,ovl_En_Nb data,False,3248,3248,1.0,0,80,40,,
204,ovl_En_Nb rodata,False,96,96,1.0,0,38,19,,
204,ovl_En_Nb reloc,True,1112,1112,1.0,0,0,0,,
205,ovl_Boss_Mo text,False,40672,40672,1.0,0,285,179,0,179
205,ovl_Boss_Mo data,False,2144,2144,1.0,0,10,5,,
205,ovl_Boss_Mo rodata,False,864,864,1.0,0,94,47,,
205,ovl_Boss_Mo bss,True,2816,2816,1.0,0,0,0,,
206,ovl_En_Sb text,False,4544,4544,1.0,0,30,20,0,20
206,ovl_En_Sb data,False,176,176,1.0,0,8,4,,
206,ovl_En_Sb rodata,False,112,112,1.0,0,40,20,,
206,ovl_En_Sb reloc,True,328,328,1.0,0,0,0,,
207,ovl_En_Bigokuta text,False,9920,9920,1.0,0,76,61,0,61
207,ovl_En_Bigokuta data,False,272,272,1.0,0,10,5,,
207,ovl_En_Bigokuta rodata,True,112,112,1.0,0,0,0,,
207,ovl_En_Bigokuta reloc,True,684,684,1.0,0,0,0,,
208,ovl_En_Karebaba text,False,5648,5648,1.0,0,47,28,0,28
208,ovl_En_Karebaba data,False,192,192,1.0,0,8,4,,
208,ovl_En_Karebaba rodata,True,48,48,1.0,0,0,0,,
208,ovl_En_Karebaba reloc,True,464,464,1.0,0,0,0,,
209,ovl_Bg_Bdan_Objects text,False,4256,4256,1.0,0,37,27,0,27
209,ovl_Bg_Bdan_Objects data,False,96,96,1.0,0,8,4,,
209,ovl_Bg_Bdan_Objects rodata,True,64,64,1.0,0,0,0,,
209,ovl_Bg_Bdan_Objects reloc,True,372,372,1.0,0,0,0,,
210,ovl_Demo_Sa text,False,7056,7056,1.0,0,138,110,0,110
210,ovl_Demo_Sa data,False,3328,3328,1.0,0,56,28,,
210,ovl_Demo_Sa rodata,True,16,16,1.0,0,0,0,,
210,ovl_Demo_Sa reloc,True,608,608,1.0,0,0,0,,
211,ovl_Demo_Go text,False,3056,3056,1.0,0,49,37,0,37
211,ovl_Demo_Go data,False,80,80,1.0,0,27,13,,
211,ovl_Demo_Go rodata,True,16,16,1.0,0,0,0,,
211,ovl_Demo_Go reloc,True,244,244,1.0,0,0,0,,
212,ovl_En_In text,False,10208,10208,1.0,0,122,87,0,87
212,ovl_En_In data,False,432,432,1.0,0,8,4,,
212,ovl_En_In rodata,False,208,208,1.0,0,84,42,,
212,ovl_En_In reloc,True,736,736,1.0,0,0,0,,
213,ovl_En_Tr text,False,5680,5680,1.0,0,69,41,0,41
213,ovl_En_Tr data,False,192,192,1.0,0,8,4,,
213,ovl_En_Tr rodata,True,48,48,1.0,0,0,0,,
213,ovl_En_Tr reloc,True,452,452,1.0,0,0,0,,
214,ovl_Bg_Spot16_Bombstone text,False,4304,4304,1.0,0,43,31,0,31
214,ovl_Bg_Spot16_Bombstone data,False,720,720,1.0,0,10,5,,
214,ovl_Bg_Spot16_Bombstone rodata,False,48,48,1.0,0,12,6,,
214,ovl_Bg_Spot16_Bombstone reloc,True,344,344,1.0,0,0,0,,
215,ovl_Bg_Hidan_Kowarerukabe text,False,3440,3440,1.0,0,33,28,0,28
215,ovl_Bg_Hidan_Kowarerukabe data,False,160,160,1.0,0,10,5,,
215,ovl_Bg_Hidan_Kowarerukabe rodata,True,16,16,1.0,0,0,0,,
215,ovl_Bg_Hidan_Kowarerukabe reloc,True,140,140,1.0,0,0,0,,
216,ovl_Bg_Bombwall text,False,1824,1824,1.0,0,20,14,0,14
216,ovl_Bg_Bombwall data,False,288,288,1.0,0,10,5,,
216,ovl_Bg_Bombwall reloc,True,104,104,1.0,0,0,0,,
217,ovl_En_Ru2 text,False,6832,6832,1.0,0,141,112,0,112
217,ovl_En_Ru2 data,False,4192,4192,1.0,0,54,27,,
217,ovl_En_Ru2 rodata,True,16,16,1.0,0,0,0,,
217,ovl_En_Ru2 reloc,True,576,576,1.0,0,0,0,,
218,ovl_Obj_Dekujr text,False,1424,1424,1.0,0,8,4,0,4
218,ovl_Obj_Dekujr data,False,96,96,1.0,0,8,4,,
218,ovl_Obj_Dekujr reloc,True,44,44,1.0,0,0,0,,
219,ovl_Bg_Mizu_Uzu text,True,352,352,1.0,0,0,0,0,0
219,ovl_Bg_Mizu_Uzu data,False,48,48,1.0,0,8,4,,
219,ovl_Bg_Mizu_Uzu reloc,True,32,32,1.0,0,0,0,,
220,ovl_Bg_Spot06_Objects text,False,4496,4496,1.0,0,45,30,0,30
