Index,File,Are equals,Size in baserom,Size in other_baserom,Size proportion,Size difference,Bytes different
310,ovl_En_Ge2,False,6560,6736,0.974,-176,5232
311,ovl_En_Ge3,False,3136,3312,0.947,-176,2651
312,ovl_En_GeldB,False,21424,21568,0.993,-144,18574
313,ovl_En_GirlA,False,10528,12176,0.865,-1648,9062
314,ovl_En_Gm,False,3376,3728,0.906,-352,3025
315,ovl_En_Go,False,17984,18368,0.979,-384,15098
316,ovl_En_Go2,False,24640,24976,0.987,-336,20108
317,ovl_En_Goma,False,11440,11744,0.974,-304,8942
318,ovl_En_Goroiwa,False,9152,9856,0.929,-704,7901
319,ovl_En_Gs,False,7792,7936,0.982,-144,5425
320,ovl_En_Guest,False,2464,2864,0.86,-400,2236
321,ovl_En_Hata,False,1424,1408,1.011,16,942
322,ovl_En_Heishi1,False,5392,7120,0.757,-1728,4939
323,ovl_En_Heishi2,False,8704,10144,0.858,-1440,7972
324,ovl_En_Heishi3,False,2512,2704,0.929,-192,2057
325,ovl_En_Heishi4,False,3840,4400,0.873,-560,3465
326,ovl_En_Hintnuts,False,6704,6672,1.005,32,5752
327,ovl_En_Holl,False,4048,4128,0.981,-80,3387
328,ovl_En_Honotrap,False,5472,5824,0.94,-352,4288
329,ovl_En_Horse,False,49760,49760,1.0,0,42760
330,ovl_En_Horse_Game_Check,False,4304,4368,0.985,-64,3379
331,ovl_En_Horse_Ganon,False,3456,3440,1.005,16,2846
332,ovl_En_Horse_Link_Child,False,7680,7808,0.984,-128,6261
333,ovl_En_Horse_Normal,False,9760,9856,0.99,-96,7880
334,ovl_En_Horse_Zelda,False,2800,2768,1.012,32,2328
335,ovl_En_Hs,False,2976,3072,0.969,-96,2513
336,ovl_En_Hs2,False,1504,1552,0.969,-48,1019
337,ovl_En_Hy,False,14656,14912,0.983,-256,11771
338,ovl_En_Ice_Hono,False,4592,4896,0.938,-304,4027
339,ovl_En_Ik,False,18000,19600,0.918,-1600,15521
340,ovl_En_In,False,11680,11888,0.983,-208,9437
341,ovl_En_Insect,False,9504,9792,0.971,-288,8299
342,ovl_En_Ishi,False,37200,37408,0.994,-208,5293
343,ovl_En_It,False,400,384,1.042,16,189
344,ovl_En_Jj,False,5584,5648,0.989,-64,3541
345,ovl_En_Js,False,2512,2448,1.026,64,2095
346,ovl_En_Jsjutan,False,19920,20080,0.992,-160,12257
347,ovl_En_Kakasi,False,3392,3744,0.906,-352,3046
348,ovl_En_Kakasi2,False,1824,3344,0.545,-1520,1636
349,ovl_En_Kakasi3,False,4320,4736,0.912,-416,3894
350,ovl_En_Kanban,False,12624,13232,0.954,-608,8454
351,ovl_En_Karebaba,False,6384,6752,0.945,-368,5597
352,ovl_En_Ko,False,16704,16880,0.99,-176,13571
353,ovl_En_Kusa,False,5344,5552,0.963,-208,4609
354,ovl_En_Kz,False,5536,5616,0.986,-80,4640
355,ovl_En_Light,False,3584,3728,0.961,-144,1520
356,ovl_En_Lightbox,False,1152,1136,1.014,16,762
357,ovl_En_M_Fire1,False,416,416,1.0,0,186
358,ovl_En_M_Thunder,False,5632,5808,0.97,-176,4929
359,ovl_En_Ma1,False,4832,4880,0.99,-48,3538
360,ovl_En_Ma2,False,4192,4352,0.963,-160,3498
361,ovl_En_Ma3,False,4016,4192,0.958,-176,3567
362,ovl_En_Mag,False,9504,9552,0.995,-48,7955
363,ovl_En_Mb,False,16944,16896,1.003,48,14486
364,ovl_En_Md,False,9840,9904,0.994,-64,8171
365,ovl_En_Mk,False,3728,3696,1.009,32,3001
366,ovl_En_Mm,False,5728,5856,0.978,-128,4833
367,ovl_En_Mm2,False,3520,3792,0.928,-272,3032
368,ovl_En_Ms,False,1776,1792,0.991,-16,1376
369,ovl_En_Mu,False,2336,2416,0.967,-80,1941
370,ovl_En_Nb,False,17872,18928,0.944,-1056,15053
371,ovl_En_Niw,False,13104,14336,0.914,-1232,11909
372,ovl_En_Niw_Girl,False,2768,3264,0.848,-496,2517
373,ovl_En_Niw_Lady,False,6400,7696,0.832,-1296,5828
374,ovl_En_Nutsball,False,1568,1680,0.933,-112,1235
375,ovl_En_Nwc,False,2592,2768,0.936,-176,2178
376,ovl_En_Ny,False,6464,6896,0.937,-432,5548
377,ovl_En_OE2,False,224,192,1.167,32,131
378,ovl_En_Okarina_Effect,False,960,1472,0.652,-512,843
379,ovl_En_Okarina_Tag,False,5376,6464,0.832,-1088,4485
380,ovl_En_Okuta,False,9696,9792,0.99,-96,8404
381,ovl_En_Ossan,False,26080,29312,0.89,-3232,23622
382,ovl_En_Owl,False,15264,16048,0.951,-784,13623
383,ovl_En_Part,False,5728,5840,0.981,-112,3977
384,ovl_En_Peehat,False,14080,14352,0.981,-272,12096
385,ovl_En_Po_Desert,False,3520,3664,0.961,-144,2812
386,ovl_En_Po_Field,False,14848,15280,0.972,-432,12340
387,ovl_En_Po_Relay,False,5904,6224,0.949,-320,5221
388,ovl_En_Po_Sisters,False,19696,19904,0.99,-208,17018
389,ovl_En_Poh,False,16880,17264,0.978,-384,14959
390,ovl_En_Pu_box,False,832,832,1.0,0,401
391,ovl_En_Rd,False,10432,10448,0.998,-16,8668
392,ovl_En_Reeba,False,6768,7264,0.932,-496,5944
393,ovl_En_River_Sound,False,2448,2432,1.007,16,1830
394,ovl_En_Rl,False,3808,4496,0.847,-688,3345
395,ovl_En_Rr,False,9520,10192,0.934,-672,8221
396,ovl_En_Ru1,False,30368,31040,0.978,-672,24984
397,ovl_En_Ru2,False,11648,12304,0.947,-656,9315
398,ovl_En_Sa,False,8816,8848,0.996,-32,6661
399,ovl_En_Sb,False,5184,5248,0.988,-64,3895
400,ovl_En_Scene_Change,False,304,432,0.704,-128,254
401,ovl_En_Sda,False,5680,6208,0.915,-528,4942
402,ovl_En_Shopnuts,False,3856,3952,0.976,-96,3133
403,ovl_En_Si,False,1280,1264,1.013,16,947
404,ovl_En_Siofuki,False,3504,3616,0.969,-112,3071
405,ovl_En_Skb,False,6384,6416,0.995,-32,5438
406,ovl_En_Skj,False,14656,15344,0.955,-688,12410
407,ovl_En_Skjneedle,False,784,960,0.817,-176,669
408,ovl_En_Ssh,False,9712,9760,0.995,-48,7716
409,ovl_En_St,False,11376,11440,0.994,-64,9356
410,ovl_En_Sth,False,16576,16992,0.976,-416,13152
411,ovl_En_Stream,False,1424,1552,0.918,-128,1212
412,ovl_En_Sw,False,14192,14464,0.981,-272,12050
413,ovl_En_Syateki_Itm,False,3488,4544,0.768,-1056,2940
414,ovl_En_Syateki_Man,False,3520,4224,0.833,-704,3147
415,ovl_En_Syateki_Niw,False,8336,8624,0.967,-288,7288
416,ovl_En_Ta,False,14784,15040,0.983,-256,12811
417,ovl_En_Takara_Man,False,2240,2512,0.892,-272,2018
